file,i,n.opp,n.opp2,n.evt,n.evt.,beads,pro,syn,pico,origin,offset.small.D1,offset.large.D1,offset.small.D2,offset.large.D2,width
2015-08-03T02-00-11+00-00,mean,16509,16509,2828928,2508589,1,11502,52,134,0,0,-56782,0,-55042,2500
2015-08-03T02-00-11+00-00,97.5,13586,13586,2828928,2508589,1,10858,48,137,0,-2436,-82998,-1798,-79634,2500
2015-08-03T02-00-11+00-00,2.5,171523,18010,2828928,2508589,1,12135,55,135,0,2436,-30566,1856,-30450,2500
2015-08-03T06-00-31+00-00,mean,17278,17278,2930304,2595469,1,13800,59,104,0,0,-56782,0,-55042,2500
2015-08-03T06-00-31+00-00,97.5,14466,14466,2930304,2595469,1,12976,56,104,0,-2436,-82998,-1798,-79634,2500
2015-08-03T06-00-31+00-00,2.5,174182,18845,2930304,2595469,1,14564,63,105,0,2436,-30566,1856,-30450,2500
2015-08-03T10-00-50+00-00,mean,21213,21213,3109203,2747121,2,17487,49,111,0,0,-56782,0,-55042,2500
2015-08-03T10-00-50+00-00,97.5,17707,17707,3109203,2747121,2,16242,44,110,0,-2436,-82998,-1798,-79634,2500
2015-08-03T10-00-50+00-00,2.5,192631,23092,3109203,2747121,2,18549,50,111,0,2436,-30566,1856,-30450,2500
2015-08-03T14-01-19+00-00,mean,24089,24089,3063168,2663785,1,20609,73,152,0,0,-56782,0,-55042,2500
2015-08-03T14-01-19+00-00,97.5,19603,19603,3063168,2663785,1,18002,70,148,0,-2436,-82998,-1798,-79634,2500
2015-08-03T14-01-19+00-00,2.5,212912,26374,3063168,2663785,1,22098,74,155,0,2436,-30566,1856,-30450,2500
2015-08-03T18-01-39+00-00,mean,22711,22711,2939776,2518508,1,19771,63,135,0,0,-56782,0,-55042,2500
2015-08-03T18-01-39+00-00,97.5,18696,18696,2939776,2518508,1,17673,58,131,0,-2436,-82998,-1798,-79634,2500
2015-08-03T18-01-39+00-00,2.5,201180,24682,2939776,2518508,1,21013,66,137,0,2436,-30566,1856,-30450,2500
2015-08-03T22-01-58+00-00,mean,18903,18903,2896512,2516638,1,15179,46,112,0,0,-56782,0,-55042,2500
2015-08-03T22-01-58+00-00,97.5,15818,15818,2896512,2516638,1,14283,40,111,0,-2436,-82998,-1798,-79634,2500
2015-08-03T22-01-58+00-00,2.5,189051,20520,2896512,2516638,1,16022,47,111,0,2436,-30566,1856,-30450,2500
2015-08-04T02-03-11+00-00,mean,15043,15043,3142450,2781122,0,8122,58,118,0,0,-56782,0,-55042,2500
2015-08-04T02-03-11+00-00,97.5,11953,11953,3142450,2781122,0,7644,58,124,0,-2436,-82998,-1798,-79634,2500
2015-08-04T02-03-11+00-00,2.5,195000,16572,3142450,2781122,0,8597,60,118,0,2436,-30566,1856,-30450,2500
2015-08-04T05-58-44+00-00,mean,15754,15754,3228485,2830858,1,9590,42,139,0,0,-56782,0,-55042,2500
2015-08-04T05-58-44+00-00,97.5,12795,12795,3228485,2830858,1,9079,41,141,0,-2436,-82998,-1798,-79634,2500
2015-08-04T05-58-44+00-00,2.5,194741,17309,3228485,2830858,1,10127,42,141,0,2436,-30566,1856,-30450,2500
2015-08-04T10-02-04+00-00,mean,21846,21846,3262848,2869331,1,17267,56,151,0,0,-56782,0,-55042,2500
2015-08-04T10-02-04+00-00,97.5,18167,18167,3262848,2869331,1,16147,53,147,0,-2436,-82998,-1798,-79634,2500
2015-08-04T10-02-04+00-00,2.5,207379,23889,3262848,2869331,1,18401,61,152,0,2436,-30566,1856,-30450,2500
2015-08-04T13-59-24+00-00,mean,22698,22698,3094199,2648366,1,19649,62,131,0,0,-56782,0,-55042,2500
2015-08-04T13-59-24+00-00,97.5,18912,18912,3094199,2648366,1,17859,58,130,0,-2436,-82998,-1798,-79634,2500
2015-08-04T13-59-24+00-00,2.5,195763,24582,3094199,2648366,1,20843,70,131,0,2436,-30566,1856,-30450,2500
2015-08-04T18-01-07+00-00,mean,23207,23207,3201408,2724689,1,19187,63,125,0,0,-56782,0,-55042,2500
2015-08-04T18-01-07+00-00,97.5,19218,19218,3201408,2724689,1,17601,59,123,0,-2436,-82998,-1798,-79634,2500
2015-08-04T18-01-07+00-00,2.5,207780,25148,3201408,2724689,1,20326,67,126,0,2436,-30566,1856,-30450,2500
2015-08-04T21-58-26+00-00,mean,20857,20857,3565440,3193574,0,16554,74,274,0,0,-56782,0,-55042,2500
2015-08-04T21-58-26+00-00,97.5,16976,16976,3565440,3193574,0,15100,73,261,0,-2436,-82998,-1798,-79634,2500
2015-08-04T21-58-26+00-00,2.5,222461,23102,3565440,3193574,0,17792,77,277,0,2436,-30566,1856,-30450,2500
