cruise,file,date,file_duration,lat,lon,conductivity,salinity,ocean_tmp,par,bulk_red,stream_pressure,flow_rate,event_rate
KOK1606,2016_111/2016-04-20T03-07-50-00-00,2016-04-20T03:07:50-0000,180.008,21.889416,-158.294418,5.26919,34.80029,24.82459,793.48,60.3773,12,2910.8529,9900.27
KOK1606,2016_111/2016-04-20T03-10-50-00-00,2016-04-20T03:10:50-0000,180.009,21.896186,-158.293602,5.2622,34.78879,24.77413,793.48,60.3773,12,2910.9952,9956.97
KOK1606,2016_111/2016-04-20T03-13-50-00-00,2016-04-20T03:13:50-0000,180.147,21.903845,-158.292713,5.26082,34.7879,24.76249,793.48,60.3773,12,2910.8939,9941.21
KOK1606,2016_111/2016-04-20T03-16-50-00-00,2016-04-20T03:16:50-0000,180.048,21.911063,-158.291947,5.26103,34.78896,24.76257,443.73,60.3773,12,2911.1099,10134.63
KOK1606,2016_111/2016-04-20T03-19-50-00-00,2016-04-20T03:19:50-0000,180.023,21.918435,-158.291202,5.26092,34.79597,24.75611,443.73,60.3773,12,2910.8171,10393.13
KOK1606,2016_111/2016-04-20T03-22-51-00-00,2016-04-20T03:22:51-0000,180.011,21.925691,-158.290498,5.25997,34.79667,24.74674,443.73,60.3773,12,2911.1216,10465.38
KOK1606,2016_111/2016-04-20T03-25-51-00-00,2016-04-20T03:25:51-0000,180.615,21.932946,-158.289813,5.26082,34.80142,24.74624,443.73,60.3773,12,2910.8418,10257.18
KOK1606,2016_111/2016-04-20T03-28-52-00-00,2016-04-20T03:28:52-0000,180.018,21.940143,-158.289182,5.26813,34.82826,24.78246,443.73,48.4746,12,2911.0447,10155.06
KOK1606,2016_111/2016-04-20T03-31-52-00-00,2016-04-20T03:31:52-0000,180.12,21.947331,-158.288633,5.26771,34.82406,24.78441,378.31,51.8418,12,2910.8533,10206.44
KOK1606,2016_111/2016-04-20T03-34-52-00-00,2016-04-20T03:34:52-0000,180.119,21.954367,-158.288194,5.26739,34.81806,24.7898,378.31,58.7453,12,2910.8778,10326.03
KOK1606,2016_111/2016-04-20T03-37-52-00-00,2016-04-20T03:37:52-0000,180.104,21.961422,-158.287751,5.26569,34.81117,24.77828,378.31,57.3449,12,2910.7304,10407.75
KOK1606,2016_111/2016-04-20T03-40-53-00-00,2016-04-20T03:40:53-0000,180.094,21.968532,-158.287303,5.26304,34.80082,24.76949,378.31,75.4647,12,2911.0127,10506.48
KOK1606,2016_111/2016-04-20T03-43-53-00-00,2016-04-20T03:43:53-0000,180.026,21.975552,-158.286948,5.26029,34.79071,24.7576,378.31,73.0088,12,2910.92,10769.26
KOK1606,2016_111/2016-04-20T03-46-53-00-00,2016-04-20T03:46:53-0000,180.123,21.982625,-158.286537,5.25902,34.78645,24.75072,477.34,87.1534,12,2910.8413,10485.16
KOK1606,2016_111/2016-04-20T03-49-53-00-00,2016-04-20T03:49:53-0000,180.096,21.989574,-158.286153,5.25923,34.79323,24.74558,477.34,96.8202,12,2910.7247,10743.58
KOK1606,2016_111/2016-04-20T03-52-54-00-00,2016-04-20T03:52:54-0000,180.04,21.996475,-158.285887,5.26304,34.8029,24.77032,477.34,105.0078,12,2910.9487,11013.71
KOK1606,2016_111/2016-04-20T03-55-54-00-00,2016-04-20T03:55:54-0000,180.006,22.003304,-158.285784,5.26262,34.80026,24.76522,477.34,116.9839,12,2910.9193,11417.89
KOK1606,2016_111/2016-04-20T03-58-54-00-00,2016-04-20T03:58:54-0000,180.053,22.009964,-158.285672,5.26188,34.79474,24.75938,477.34,121.9286,12,2910.8581,11512.8
KOK1606,2016_111/2016-04-20T04-01-54-00-00,2016-04-20T04:01:54-0000,180.072,22.016614,-158.285639,5.26071,34.79231,24.7593,145.73,126.1412,12,2910.9414,11741.55
KOK1606,2016_111/2016-04-20T04-04-54-00-00,2016-04-20T04:04:54-0000,180.033,22.023331,-158.285654,5.25965,34.7839,24.7646,145.73,126.4524,12,2910.8376,11795.55
KOK1606,2016_111/2016-04-20T04-07-54-00-00,2016-04-20T04:07:54-0000,180.076,22.029976,-158.285631,5.25891,34.77994,24.75834,145.73,132.4381,12,2910.9855,11924.67
KOK1606,2016_111/2016-04-20T04-10-55-00-00,2016-04-20T04:10:55-0000,180.066,22.036799,-158.285562,5.25933,34.7779,24.76468,145.73,122.662,12,2910.8435,11917.19
KOK1606,2016_111/2016-04-20T04-13-55-00-00,2016-04-20T04:13:55-0000,180.014,22.043754,-158.285501,5.26007,34.77874,24.76638,145.73,115.0266,12,2910.7595,11560.95
KOK1606,2016_111/2016-04-20T04-16-55-00-00,2016-04-20T04:16:55-0000,180.079,22.05062,-158.285428,5.2605,34.7767,24.78105,227.48,116.979,12,2911.0658,11704.7
KOK1606,2016_111/2016-04-20T04-19-55-00-00,2016-04-20T04:19:55-0000,180.016,22.057387,-158.285317,5.2606,34.77541,24.77388,227.48,116.7616,12,2910.6898,11470.67
KOK1606,2016_111/2016-04-20T04-22-55-00-00,2016-04-20T04:22:55-0000,180.009,22.064154,-158.285208,5.25901,34.77138,24.7641,227.48,120.3619,12,2910.8506,11624.33
KOK1606,2016_111/2016-04-20T04-25-56-00-00,2016-04-20T04:25:56-0000,180.04,22.071042,-158.285039,5.25891,34.77111,24.77413,227.48,130.941,12,2910.9859,11810.78
KOK1606,2016_111/2016-04-20T04-28-56-00-00,2016-04-20T04:28:56-0000,180.009,22.077984,-158.284862,5.25912,34.77009,24.77716,227.48,145.3168,12,2910.6075,11407.81
KOK1606,2016_111/2016-04-20T04-31-56-00-00,2016-04-20T04:31:56-0000,180.059,22.084912,-158.2847,5.25933,34.77115,24.77318,195.09,145.3168,12,2911.1102,10632.11
KOK1606,2016_111/2016-04-20T04-34-56-00-00,2016-04-20T04:34:56-0000,180.088,22.091841,-158.284543,5.25954,34.77065,24.76945,195.09,145.3168,12,2910.7269,10805.27
KOK1606,2016_111/2016-04-20T04-37-56-00-00,2016-04-20T04:37:56-0000,180.107,22.098717,-158.284417,5.25944,34.76882,24.77857,195.09,145.3168,12,2910.8824,10498.71
KOK1606,2016_111/2016-04-20T04-40-57-00-00,2016-04-20T04:40:57-0000,180.116,22.105628,-158.28435,5.26082,34.77335,24.7881,195.09,145.3168,12,2910.8737,10391.12
KOK1606,2016_111/2016-04-20T04-43-57-00-00,2016-04-20T04:43:57-0000,180.142,22.11264,-158.284184,5.26082,34.77231,24.78379,195.09,145.3168,12,2910.9916,10600.27
KOK1606,2016_111/2016-04-20T04-46-57-00-00,2016-04-20T04:46:57-0000,180.12,22.119596,-158.284134,5.26007,34.76732,24.7767,73.999,145.3168,12,2910.7359,10914.41
KOK1606,2016_111/2016-04-20T04-49-58-00-00,2016-04-20T04:49:58-0000,180.009,22.126478,-158.284072,5.25976,34.76495,24.78246,73.999,145.3168,12,2910.7692,10934.32
KOK1606,2016_111/2016-04-20T04-52-58-00-00,2016-04-20T04:52:58-0000,180.011,22.133458,-158.284056,5.26018,34.76603,24.78341,73.999,145.3168,12,2910.7429,10742.66
KOK1606,2016_111/2016-04-20T04-55-58-00-00,2016-04-20T04:55:58-0000,180.149,22.140391,-158.28402,5.2605,34.76632,24.79961,73.999,145.3168,12,2910.8519,10915.07
KOK1606,2016_111/2016-04-20T04-58-58-00-00,2016-04-20T04:58:58-0000,180.014,22.147258,-158.284118,5.26082,34.76349,24.79854,73.999,145.3168,12,2911.0268,10714.43
KOK1606,2016_111/2016-04-20T05-01-58-00-00,2016-04-20T05:01:58-0000,180.141,22.154067,-158.284192,5.26209,34.76101,24.81341,15.092,145.3168,12,2910.6509,10893.35
KOK1606,2016_111/2016-04-20T05-04-59-00-00,2016-04-20T05:04:59-0000,180.138,22.160984,-158.284335,5.26347,34.76399,24.82281,15.092,145.3168,12,2910.926,11028.26
KOK1606,2016_111/2016-04-20T05-07-59-00-00,2016-04-20T05:07:59-0000,180.051,22.16796,-158.284422,5.26537,34.76779,24.83473,15.092,145.3168,12,2910.6291,10830.46
KOK1606,2016_111/2016-04-20T05-10-59-00-00,2016-04-20T05:10:59-0000,180.019,22.174909,-158.284555,5.26643,34.76789,24.84641,15.092,145.3168,12,2910.7385,10580.06
KOK1606,2016_111/2016-04-20T05-13-59-00-00,2016-04-20T05:13:59-0000,180.01,22.181864,-158.28468,5.26781,34.76931,24.86218,15.092,145.3168,12,2910.8109,10745.78
KOK1606,2016_111/2016-04-20T05-16-59-00-00,2016-04-20T05:16:59-0000,180.142,22.188811,-158.284787,5.26898,34.77434,24.8671,1.5689,145.3168,12,2910.9182,10383.36
KOK1606,2016_111/2016-04-20T05-20-00-00-00,2016-04-20T05:20:00-0000,180.004,22.196146,-158.284906,5.27015,34.7747,24.86967,1.5689,145.3168,12,2910.876,10306.91
KOK1606,2016_111/2016-04-20T05-23-00-00-00,2016-04-20T05:23:00-0000,180.002,22.203074,-158.285089,5.26983,34.77752,24.86665,1.5689,145.3168,12,2910.8008,10549.06
KOK1606,2016_111/2016-04-20T05-26-00-00-00,2016-04-20T05:26:00-0000,180.083,22.209998,-158.285212,5.26962,34.7801,24.85647,1.5689,87.027,12,2910.7494,11822
KOK1606,2016_111/2016-04-20T05-29-00-00-00,2016-04-20T05:29:00-0000,180.075,22.216992,-158.285304,5.27046,34.78432,24.86578,1.5689,87.027,12,2910.9037,10677.61
KOK1606,2016_111/2016-04-20T05-32-00-00-00,2016-04-20T05:32:00-0000,180.059,22.223851,-158.285459,5.27163,34.78935,24.87133,0,87.027,12,2911.0034,10431.41
KOK1606,2016_111/2016-04-20T05-35-01-00-00,2016-04-20T05:35:01-0000,180.094,22.230748,-158.285618,5.27004,34.78895,24.85858,0,87.027,12,2910.8573,10561.92
KOK1606,2016_111/2016-04-20T05-38-01-00-00,2016-04-20T05:38:01-0000,180.078,22.237678,-158.285781,5.26866,34.78338,24.85216,0,87.027,12,2910.8435,10383.63
KOK1606,2016_111/2016-04-20T05-41-01-00-00,2016-04-20T05:41:01-0000,180.114,22.244513,-158.285925,5.26771,34.78667,24.82256,0,87.027,12,2910.7816,10572.32
KOK1606,2016_111/2016-04-20T05-44-01-00-00,2016-04-20T05:44:01-0000,180.148,22.251375,-158.285475,5.26453,34.78951,24.79808,0,87.027,12,2910.9277,10709.84
KOK1606,2016_111/2016-04-20T05-47-02-00-00,2016-04-20T05:47:02-0000,180.138,22.258163,-158.284514,5.26336,34.78967,24.79137,0,87.027,12,2910.8105,10718.71
KOK1606,2016_111/2016-04-20T05-50-02-00-00,2016-04-20T05:50:02-0000,180.134,22.264873,-158.283625,5.26294,34.79223,24.77732,0,87.027,12,2910.7105,10366.82
KOK1606,2016_111/2016-04-20T05-53-02-00-00,2016-04-20T05:53:02-0000,180.013,22.271656,-158.282746,5.26283,34.79352,24.77911,0,87.027,12,2910.8181,10534.72
KOK1606,2016_111/2016-04-20T05-56-02-00-00,2016-04-20T05:56:02-0000,180.059,22.278328,-158.281872,5.26251,34.79895,24.76672,0,87.027,12,2910.6653,10183.69
KOK1606,2016_111/2016-04-20T05-59-03-00-00,2016-04-20T05:59:03-0000,180.13,22.28508,-158.280907,5.26177,34.80175,24.75225,0,87.027,12,2910.9343,10145.68
KOK1606,2016_111/2016-04-20T06-02-03-00-00,2016-04-20T06:02:03-0000,180.124,22.291801,-158.279892,5.26103,34.80404,24.75594,0.028008,87.027,12,2910.7463,10122.89
KOK1606,2016_111/2016-04-20T06-05-03-00-00,2016-04-20T06:05:03-0000,180.029,22.298648,-158.278804,5.26188,34.80722,24.75163,0.028008,87.027,12,2910.9788,10230.07
KOK1606,2016_111/2016-04-20T06-08-03-00-00,2016-04-20T06:08:03-0000,180.145,22.305603,-158.278078,5.26061,34.80869,24.73907,0.028008,87.027,12,2910.8413,10397.17
KOK1606,2016_111/2016-04-20T06-11-04-00-00,2016-04-20T06:11:04-0000,180.081,22.312798,-158.277184,5.25986,34.81253,24.72791,0.028008,87.027,12,2910.7939,10639.24
KOK1606,2016_111/2016-04-20T06-14-04-00-00,2016-04-20T06:14:04-0000,180.035,22.319924,-158.276424,5.25912,34.81639,24.71257,0.028008,87.027,12,2910.9015,10322.34
KOK1606,2016_111/2016-04-20T06-17-04-00-00,2016-04-20T06:17:04-0000,180.086,22.327005,-158.275653,5.25562,34.81691,24.6744,0.015292,87.027,12,2910.8983,10418.35
KOK1606,2016_111/2016-04-20T06-20-04-00-00,2016-04-20T06:20:04-0000,180.058,22.334138,-158.274838,5.24831,34.81039,24.61126,0.015292,87.027,12,2910.7751,10167.09
KOK1606,2016_111/2016-04-20T06-23-05-00-00,2016-04-20T06:23:05-0000,180.026,22.341388,-158.274024,5.24545,34.81098,24.59024,0.015292,87.027,12,2910.8873,10160.31
KOK1606,2016_111/2016-04-20T06-26-05-00-00,2016-04-20T06:26:05-0000,180.143,22.348591,-158.273237,5.24269,34.80975,24.55937,0.015292,87.027,12,2910.8506,10429.53
KOK1606,2016_111/2016-04-20T06-29-05-00-00,2016-04-20T06:29:05-0000,180.14,22.355764,-158.272422,5.23962,34.80457,24.53809,0.015292,87.027,12,2910.9128,10595.96
KOK1606,2016_111/2016-04-20T06-32-05-00-00,2016-04-20T06:32:05-0000,180.12,22.36286,-158.271697,5.23591,34.80198,24.50203,0.021681,87.027,12,2910.7216,10432.12
KOK1606,2016_111/2016-04-20T06-35-06-00-00,2016-04-20T06:35:06-0000,180.027,22.369954,-158.270966,5.23283,34.79837,24.48535,0.021681,87.027,12,2910.9046,10480.52
KOK1606,2016_111/2016-04-20T06-38-06-00-00,2016-04-20T06:38:06-0000,180.022,22.376998,-158.269996,5.23283,34.79785,24.48881,0.021681,87.027,12,2910.6292,10331.3
KOK1606,2016_111/2016-04-20T06-41-06-00-00,2016-04-20T06:41:06-0000,180.002,22.384066,-158.269002,5.23252,34.79704,24.47874,0.021681,87.027,12,2910.9151,10322.59
KOK1606,2016_111/2016-04-20T06-44-06-00-00,2016-04-20T06:44:06-0000,180.009,22.391144,-158.267966,5.2305,34.804,24.45352,0.021681,87.027,12,2910.9366,10562.72
KOK1606,2016_111/2016-04-20T06-47-06-00-00,2016-04-20T06:47:06-0000,180.005,22.398228,-158.266967,5.22669,34.82216,24.37977,0.022502,87.027,12,2910.7308,10646.84
KOK1606,2016_111/2016-04-20T06-50-06-00-00,2016-04-20T06:50:06-0000,180.139,22.405314,-158.26594,5.22594,34.83658,24.37181,0.022502,87.027,12,2910.9083,10530.17
KOK1606,2016_111/2016-04-20T06-53-07-00-00,2016-04-20T06:53:07-0000,180.018,22.412284,-158.264897,5.22881,34.85172,24.37835,0.022502,87.027,12,2910.7309,10559.03
KOK1606,2016_111/2016-04-20T06-56-07-00-00,2016-04-20T06:56:07-0000,180.101,22.41921,-158.263978,5.23167,34.87212,24.37673,0.022502,87.027,12,2910.847,10686.62
KOK1606,2016_111/2016-04-20T06-59-07-00-00,2016-04-20T06:59:07-0000,180,22.426177,-158.263089,5.23082,34.87578,24.36527,0.022502,87.027,12,2910.7654,10586.3
KOK1606,2016_111/2016-04-20T07-02-07-00-00,2016-04-20T07:02:07-0000,180.134,22.433203,-158.262579,5.2322,34.88664,24.35718,0.022831,87.027,12,2910.6933,10951.17
KOK1606,2016_111/2016-04-20T07-05-08-00-00,2016-04-20T07:05:08-0000,180.02,22.440201,-158.262061,5.22923,34.88652,24.33013,0.022831,87.027,12,2910.8128,11126.52
KOK1606,2016_111/2016-04-20T07-08-08-00-00,2016-04-20T07:08:08-0000,180.008,22.447072,-158.260906,5.22775,34.8833,24.33092,0.022831,87.027,12,2910.8455,11027.66
KOK1606,2016_111/2016-04-20T07-11-08-00-00,2016-04-20T07:11:08-0000,180.038,22.453979,-158.259644,5.22764,34.88514,24.32613,0.022831,87.027,12,2910.8997,10943.16
KOK1606,2016_111/2016-04-20T07-14-08-00-00,2016-04-20T07:14:08-0000,180.041,22.460954,-158.258599,5.22785,34.88673,24.32863,0.022831,87.027,12,2911.0262,10995.81
