file,n.opp,n.opp.,n.evt,n.evt.,beads,pro,syn,pico,width,corr,offset.small.D1,offset.small.D2,offset.large.D1,offset.large.D2,notch.small.D1,notch.small.D2,notch.large.D1,notch.large.D2
2013_118/393.evt,39379,39379,2128128,2019140,344,38239,319,197,5000,7500,-4819,-4083,-39496,-37201,0.658,0.657,1.37,1.337
2013_118/393.evt,45629,45629,2128128,2019140,378,44110,346,226,5000,10000,-2319,-1583,-36996,-34701,0.658,0.657,1.37,1.337
2013_118/393.evt,50719,49852,2128128,2019140,407,47079,360,234,5000,1,0,0,-46995,-44700,0.658,0.657,1.37,1.337
2013_118/393.evt,44928,44928,2128128,2019140,161,42437,282,112,5000,2,0,0,-46994,-44699,0.405059132720105,0.419185282522996,1.37,1.337
2013_118/393.evt,46096,46096,2128128,2019140,251,43332,298,150,5000,3,0,0,-44496,-42201,0.45638961892247,0.45638961892247,1.37,1.337
2013_118/393.evt,43284,43284,2128128,2019140,46,41124,268,75,5000,4,0,0,-49496,-47201,0.35372864651774,0.367854796320631,1.37,1.337
2013_120/231.evt,1807,1807,1989632,1908106,64,195,609,249,5000,0,-12319,-11583,-46996,-44701,0.658,0.657,1.37,1.337
2013_120/231.evt,4329,4329,1989632,1908106,309,1765,745,519,5000,2500,-9819,-9083,-44496,-42201,0.658,0.657,1.37,1.337
2013_120/231.evt,11088,11088,1989632,1908106,465,7947,842,669,5000,5000,-7319,-6583,-41996,-39701,0.658,0.657,1.37,1.337
2013_120/231.evt,22521,22521,1989632,1908106,544,18969,934,760,5000,7500,-4819,-4083,-39496,-37201,0.658,0.657,1.37,1.337
2013_120/231.evt,34586,34586,1989632,1908106,582,30691,1035,821,5000,10000,-2319,-1583,-36996,-34701,0.658,0.657,1.37,1.337
2013_120/231.evt,43426,42471,1989632,1908106,603,39261,1108,855,5000,1,0,0,-46995,-44700,0.658,0.657,1.37,1.337
2013_120/231.evt,34097,34097,1989632,1908106,68,31750,846,307,5000,2,0,0,-46994,-44699,0.405059132720105,0.419185282522996,1.37,1.337
2013_120/231.evt,36290,36290,1989632,1908106,298,33325,889,533,5000,3,0,0,-44496,-42201,0.45638961892247,0.45638961892247,1.37,1.337
